 Unnamed: 0                    CODIGO                                      DISCRIPCION           MARCA      GRUPO  UNIDA    COSTO      P-A     P-B
        NaN                     CT-38                    PAQUETEDEESCARCHACOLORESSURT.             NaN        NaN    NaN    0.000   3.7500   3.740
        NaN                   CX-801.                                    PORTACARNET*1              HF      HOGAR    NaN    0.000   0.0500   0.040
        NaN                   CX-901.                                    PORTACARNET*2              HF      HOGAR    NaN    0.000   0.0500   0.040
        NaN                   D01363.                                   SETDEANIMALES1            H.F.      HOGAR    NaN    0.480   0.6000   0.500
        NaN                   D03802.                              JUGUETE/ROMPECABEZA            H.F.      HOGAR    NaN    0.000   0.3850   0.360
        NaN                     D-03S                                     ALAMBREDULCE            H.F.      HOGAR    NaN    3.550   4.4100   4.200
        NaN                     D-04S                                     ALAMBREDULCE            H.F.      HOGAR    NaN    3.550   4.4100   4.200
        NaN                     D-05S                                     ALAMBREDULCE            H.F.      HOGAR    NaN    0.000   4.4100   4.200
        NaN                   D10389.                                   SETDEANIMALES2            H.F.      HOGAR    NaN    0.370   0.5200   0.400
        NaN                  D103953.                                  TAZASDEPLASTICO            H.F.      HOGAR    NaN    1.030   1.1900   1.130
        NaN                   D1-D250                         ABANICOCHICODE6PZASVERDE              HF      HOGAR    NaN    0.000   8.1300   7.740
        NaN                   D20504.                         LINOLIOS0.50MM*1.83*25MM              HF      HOGAR    NaN   33.000  53.0000  52.000
        NaN                   D20901.                         LINOLIOS0.50MM*1.83*25MM              HF      HOGAR    NaN   33.000  53.0000  52.000
        NaN                   D22107.                              HELICOPTEROPARABEBE              HF  JUEGUETES    NaN    0.620   0.7500   0.650
        NaN                   D23104.                         LINOLIOS0.50MM*1.83*25MM              HF      HOGAR    NaN   33.000  53.0000  52.000
        NaN                   D23502.                         LINOLIOS0.50MM*1.83*25MM              HF      HOGAR    NaN   26.400  53.0000  52.000
        NaN                    D2505.                         LINOLIOS0.50MM*1.83*25MM              HF      HOGAR    NaN   26.400  53.0000  52.000
        NaN                    D2605.                         LINOLIOS0.50MM*1.83*25MM              HF      HOGAR    NaN   26.400  53.0000  52.000
        NaN                    D27337                                 SNORKELCOL.SURT.              HF  JUEGUETES    NaN    0.000   1.8100   1.730
        NaN                   D28401.                         LINOLIOS0.50MM*1.83*25MM              HF      HOGAR    NaN   33.000  53.0000  52.000
        NaN                    D3002.                         LINOLIOS0.50MM*1.83*25MM              HF      HOGAR    NaN   26.400  53.0000  52.000
        NaN                    D3004.                         LINOLIOS0.50MM*1.83*25MM              HF      HOGAR    NaN   33.000  53.0000  52.000
        NaN                    D4304.                         LINOLIOS0.50MM*1.83*25MM              HF      HOGAR    NaN   33.000  53.0000  52.000
        NaN                   D46-12G                                  HUEVOSDEPASCUAS            H.F.      HOGAR    NaN    0.470   0.5700   0.490
        NaN                   D46-12Y                          HUEVOSDEPASCUASC/DISEÑO            H.F.      HOGAR    NaN    0.800   0.9700   0.840
        NaN                     D46-8                          HUEVOSDEPASCUASC/DISEÑO            H.F.      HOGAR    NaN    0.450   0.5400   0.470
        NaN                      D710                                  HUEVOSDEPASCUAS            H.F.      HOGAR    NaN    1.550   1.8700   1.630
        NaN                 D81712-14                           PELUCHESCHICOSVARIADOS             NaN      HOGAR    NaN    0.000   1.2500   1.240
        NaN                    DBG-15                            BRAZOSDEHIERROP/MALLA              HF    ESCOLAR    NaN    0.000   0.2200   0.210
        NaN                    DBG-20                            BRAZOSDEHIERROP/MALLA              HF    ESCOLAR    NaN    0.000   0.2420   0.231
        NaN                    DBG-25                            BRAZOSDEHIERROP/MALLA              HF    ESCOLAR    NaN    0.000   0.2750   0.262
        NaN                   DG201-A                                  GOMA BLANCA60ML              HF    ESCOLAR    NaN    0.000   0.1430   0.136
        NaN                   DG202-A                               GOMA BLANCADE120ML              HF    ESCOLAR    NaN    0.000   0.2400   0.230
        NaN                   DG203-A                               GOMA BLANCADE250ML              HF    ESCOLAR    NaN    0.000   0.4500   0.430
        NaN                   DG205-A                               GOMA BLANCADE500ML              HF    ESCOLAR    NaN    0.000   0.8800   0.840
        NaN                   DG207-A                                 GOMA BLANCADE1KG              HF    ESCOLAR    NaN    0.000   1.3900   1.320
        NaN                   DL-1101                           ABREHUECODEUNSOLOHUECO            H.F.    ESCOLAR    NaN    0.400   0.5600   0.550
        NaN                DL80400-40                           PELUCHE40CMMODELOSURT.            H.F.      HOGAR    NaN    0.000   6.0000   5.990
        NaN                DL80400-50                           PELUCHE50CMMODELOSURT.            H.F.      HOGAR    NaN    0.000   8.5000   8.490
        NaN                DL80400-60                           PELUCHE60CMMODELOSURT.            H.F.      HOGAR    NaN    0.000  11.5000  11.490
        NaN                DL80400-70                           PELUCHE70CMMODELOSURT.            H.F.      HOGAR    NaN    0.000  17.0000  16.990
        NaN                    DL8960                               ALMOHADITAST.Q/T.E            H.F.      HOGAR    NaN    0.000   1.9000   1.890
        NaN                    DL9001                                ALCANCIADEPELUCHE            H.F.      HOGAR    NaN    0.000   3.0000   2.990
        NaN                DLINO-SURT                           ROLLODELINOLIO**25MM**            H.F.      HOGAR    NaN    0.000  53.0000  52.000
        NaN                     DWT-1                                         BURBUJAS              HF      HOGAR    NaN    0.280   0.3300   0.310
        NaN                     DXH-B                        FLORESARTIFICIALESBLANCAS             NaN      HOGAR    NaN    0.000   0.7400   0.710
        NaN                     DXH-H                               FLORESARTIFICIALES             NaN      HOGAR    NaN    0.000   0.7400   0.710
        NaN                DXR-001BB.                          BORRADORP/TABLEROBLANCO              HF      HOGAR    NaN    0.000   0.1870   0.178
        NaN                DXR-002BS.                          BORRADORP`/TABLERONEGRO              HF      HOGAR    NaN    0.000   0.1870   0.178
        NaN                    E06102                                JUEGOSDE8CARRITOS              HF    JUGUETE    NaN    0.000   9.0000   8.820
        NaN                  EE006929                                    LEGOSDEDELFIN              HF    JUGUETE    NaN    0.000   1.4800   1.410
        NaN                  EE009811                         JUEGOMUÑECACONACCESORIOS              HF    JUGUETE    NaN    0.000   1.8700   1.780
        NaN                 EE016553.                                     SLITEPLAYDOH             NaN    JUGUETE    NaN    0.000   1.1000   1.050
        NaN                  EE018002                            JUEGODECARRITOS12PZAS             NaN      HOGAR    NaN    0.000   5.5500   5.290
        NaN                 EE028656.                                   BURBUJASLARGAS              HF    JUGUETE    NaN    0.000   0.2800   0.270
        NaN                 EE030088.                          BURBUJASDEOSITOSLARGAS.              HF    JUGUETE    NaN    0.000   0.2800   0.270
        NaN                 EE030241.                                   JUEGOSDECARROS              HF    JUGUETE    NaN    0.000   1.5900   1.520
        NaN                 EE030243.                                   JUEGOSDECARROS              HF    JUGUETE    NaN    0.000   1.5900   1.520
